ID,"Product Name",Description,"Short Description",Instructions,Ingredients,"Brand Description","Product Consistency","Intended Gender","Type of Hair","Is Organic",Quantity,UPC,"Product Tags","Hair Style","Hair Length","Hair Texture","Cemical Treatments","Hair Conditions","Hair Description",Demographic,"Targeted Age Range",Price,"Image Url"
4125,"Deep Penetrating Treatment","Bring softness, manageability and shine to lackluster tresses with a treatment designed for deep moisturization.

Perfect Match For
Extremely dry or over-processed hair
Hair damaged by heat styling, chemicals and coloring

Beautiful Benefits
Seals hair cuticles shut to slow breakage
Increases pliability
Helps prevent split ends
With wheat protein and pumpkin seed extracts, formula strengthens each strand
Delivers silky softness and shine","Formulated specifically for hair damaged by heat styling, chemicals and coloring. Leaves hair silky soft and shiny.","After Shampooing with Motions Shampoo, apply ample amount of Motions Deep Penetrating Treatment to hair. Saturate from root to end. For maximum conditioning benefits, cover hair with a plastic cap and place client under warm dryer for 5-10 minutes. Gently rinse hair with warm water to thoroughly remove treatment from the hair. Style as usual. ","WaterAqua , Mineral Oil (Paraffinum Liquidum)Paraffinum Liquidum , Polyquaternium 32 , Capric/Caprylic Stearic Triglyceride , Glycereth 31 , Dimethicone PEG 7 Isostearate , PPG 1 Trideceth 6 , FragranceParfum , DMDM Hydantoin , Hydrolyzed Collagen , Hexylcinnamal , Linalool , Iodopropynyl , Iodopropynyl Butylcarbamate , Hydroxyisohexl 3 Cyclohexene Carboxaldehyde , Butylphenyl Methlyproprional , Citronellol , Geraniol , Limonene",,Wax,both,"Naturally Straight,Relaxed Straight,Curly",no,1000,087300600840,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c","Colored Hair, Relaxed Straight,Permed Curly ","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",10.90,http://hairlibrary.com/wp-content/uploads/2014/08/Deep-Penetrating-Treatment.jpg
4127,"Straight Finish Leave-in Conditioner","Protect naturally textured hair from the damages of heat styling with Motions Straight Finish Leave-In Conditioner. This intensive moisturizing formula adds a lightweight layer of protection to your hair while loosening tangles and softening coils. Motions Straight Finish Leave-In Conditioner is part of the Motions Straight Finish Heat Styling System, which prepares, protects, and seals hair for temporary straightening with heat appliances.

Leave-In Conditioner for Straight Styling
The second step in the Motions Straight Finish System, this intensive leave-in formula adds a layer of moisturizers to protect hair before heat styling. The conditioner, infused with keratin protein and coconut oil, also helps silken and smooth curls.","Formulated for natural textures, with Coconut Oil and Keratin, this leave-in formula adds a layer of strengthening moisturizers that helps protect the hair before heat styling.

The Natural Match For
All natural hair types
Hair that is brittle and lacks moisture

The Benefits
Intensive leave-in formula for added moisturization, with Coconut Oil, Keratin and Argan Oil.
Gently loosens tangles and softens coils.","    Apply sparingly to towel-dried hair and work through, using a wide-tooth comb, until hair feels smooth and fully detangled. Add more as needed. Do not rinse. Blow-dry thoroughly.
    Short/Fine Hair: Apply a dime-size amount, starting at the ends and working up to the mid-shaft
    Medium-Length Hair: Apply a quarter-size amount, starting at the ends and working up to the mid-shaft
    Especially Long/Thick Hair: Apply two quarter-size amounts, starting at the ends and working up to the mid-shaft","WATER (AQUA, EAU), CETEARYL ALCOHOL, CYCLOPENTASILOXANE, DIMETHICONOL, STEARMIDOPROPYL DIMETHYLAMINE, GLYCERIN, HYDROGENATED COCONUT OIL, ARGANIA SPINOSA KERNEL OIL, HYDROLYZED KARATIN, BEHENTRIMONIUM CHLORIDE, TEA-DOOECYLBENZENSULFONATE, DIPROPYLENE GLYCOL, MINERAL OIL (PARAFFINUM) LIQUIDUM, HUILE MINERALE), LACTIC AICD, PETROLATUM, POTASSIUM CHORIDE, FRAGRANCE (PARFUM), DMDM HYDANTOIN, DISODIUM EDTA, BUTYLENE GLYCOL, IODOPROPYNYL BUTYLCARBAMATE, ALPHA-ISOMETHYLIONONE, HYDROXISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE, LIMONENE, LINALOOL.",,Liquid,both,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,1000,087300274034,,"Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",8.99,http://hairlibrary.com/wp-content/uploads/2014/08/Straight-Finish™-Leave-in-Conditioner.jpg
4129,"Triple Moisture Daily Deep Conditioner","Triple Moisture Daily Deep Conditioner combines the restorative power of a deep treatment with the ease of a quick conditioning rinse.

Dramatically improve your hair&#39;s softness, smoothness and manageability with this daily conditioner that acts like a deep conditioner. Even extra dry or over-processed hair feels soft and smooth all day after just a single use. Olive, Meadowfoam and Sweet Almond extracts penetrate the hair strand to defy dryness. Just a little of this rich, creamy formula goes a long way to condition, detangle and add shine.

Neutrogena Triple Moisture provides specialized care for extra dry hair.
Salon approved
Freshly fragranced
Available in Shampoo, Conditioner, Leave-in Cream, Shine Serum and Hair Mask","Treats Extra Dry, Over-Processed And Color Treated Hair Leaves Hair Touchably Soft For Soft, Smooth Hair Rinses Out Quickly","After shampooing, massage conditioner throughout wet hair, concentrating on ends. Rinse well.","Water, Cyclopentasiloxane, Behenyl Alcohol, Behentrimonium Chloride, Cetearyl Alcohol, Cetyl Alcohol, Cyclohexasiloxane, Dimethicone, Amodimethicone, Behentrimonium Methosulfate, Stearamidopropyl Dimethylamine, Cetrimonium Chloride, Panthenol, Sweet Almond (Prunus Amygdalus Dulcis) Oil , Olive (Olea Europaea) Fruit Oil, Meadowfoam (Limnanthes Alba) Seed Oil, Glycol Stearate, Ceteth - 2, Hydroxyethylcellulose, Methylparaben, Propylparaben, Citric Acid, Titanium Dioxide, Iron Oxide, Mica, Fragrance",,Liquid,both,"Naturally Straight,Relaxed Straight,Curly",no,1000,070501026601,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ","Split Breakage,Split Breakage,No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",5.34,http://hairlibrary.com/wp-content/uploads/2014/08/Triple-Moisture-Daily-Deep-Conditioner.jpg
4131,"Triple Moisture Cream Lather Shampoo","Triple Moisture Cream Lather Shampoo gently dissolves away impurities as it deeply moisturizes every hair strand.

This revolutionary cream hair cleanser revives even extra dry or over-processed hair, making it feel soft and smooth all day after a single use. Three naturally derived extracts penetrate to defy dryness on all three dimensions of the hair strand. Olive penetrates to the center, Meadowfoam Seed helps moisturize the middle and Sweet Almond wraps the surface. Its rich, abundant lather cleanses hair gently, taming fly-aways and frizz.

Neutrogena Triple Moisture provides specialized care for extra dry hair.
Salon approved
Freshly fragranced
Available in Shampoo, Conditioner, Leave-in Cream, Shine Serum and Hair Mask","This revolutionary cream hair cleanser gently dissolves away impurities and helps provide intense moisturization throughout every hair strand. Salon-approved and scientifically proven to help even severely dry, over-processed hair feel soft, smooth and totally touchable all day, after a single use. Also for color treated hair. Three naturally derived extracts penetrate to help moisturize each layer of the hair strand: Olive penetrates to the center. Meadowfoam seed helps moisturize the middle.","Apply to wet hair, working into a gentle lather with fingertips. Rinse well.","Water, Sodium Trideceth Sulfate, Sodium Lauroamphoacetate, Sodium Chloride, Cocamide MEA, Meadowfoam (Laminates Alba) Seed Oil, Olive (Olea Europaea) Fruit Oil, Panthenyl Ethyl Ether, Sodium Benzotriazolyl Butylphenol, Sulfonate, Polyquaternium-7, Amodimethicone, Guar Hydroxypropyltrimonium Chloride, Castor Isostearate Succinate, Dimethiconol, Sweet Almond (Prunus Amygdalus Dulcis) Oil, Phenoxyethanol, Methylparaben, Propylparaben, Cetyl Alcohol, Guar (Cyamopsis Tetragonoloba) Gum, Citric Acid, TEA Dodecylbenzenesulfonate, Fragrance",,Liquid,both,"Naturally Straight,Curly",no,1000,070501020807,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ,None","Split Breakage,Split Breakage,No, I don't have any hair conditions","coarse,soft,fine","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",5.14,http://hairlibrary.com/wp-content/uploads/2014/08/Triple-Moisture-Cream-Lather-Shampoo.jpg
4133,"Triple Repair Fortifying Shampoo","Neutrogena Triple Repair Fortifying Shampoo is part of a breakthrough hair care system* clinically proven to instantly repair the three leading signs of hair damage: mends split ends; strengthens brittle hair; and protects from breakage. Nutrient rich conditioners penetrate deep into hair fibers to instantly repair dull, dry and damaged hair, so hair is left stronger, smoother and more nourished.

*Shampoo, Conditioner and Leave-In Treatment combined usage.
For dull, damaged hair
Safe for color treated hair
Mends split ends
Strengthens brittle hair
Protects from breakage","This breakthrough hair care system* has been clinically proven to instantly repair the three leading signs of hair damage: mends split ends, strengthens brittle hair, and protects from breakage. This system contains nutrient rich conditioners that can penetrate deep into hair fibers to instantly repair dull, dry and damaged hair, so hair is left stronger, smoother and more nourished. Clinically proven 80% stronger hair.* Safe for color treated hair. *Shampoo, conditioner and leave-in treatment combined usage.","Apply to wet hair and work into a gentle lather with fingertips. Rinse well.
For best results, follow with NEUTROGENA® Triple Repair Fortifying Conditioner and NEUTROGENA® Fortifying Leave-In Treatment. ","water, ammonium lauryl sulfate, dimethicone, sodium cumenesulfonate, cocamide MEA, cetyl alcohol, triticum vulgare (wheat) gluten, avena sativa (oat) peptide, triticum vulgare (wheat) germ oil, mauritia flexuosa fruit oil, cocamidopropyl betaine, glycerin, guar hydroxypropyltrimonium chloride, polyquaternium-10, glycol distearate, tetrasodium EDTA, acrylates copolymer, mica, titanium dioxide, phenoxyethanol, caprylyl glycol, methylisothiazolinone, citric acid, sodium hydroxide, fragrance",,Liquid,both,"Naturally Straight,Relaxed Straight,Curly",no,1000,070501026830,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair, Relaxed Straight,Permed Curly ","Split Breakage,Split Breakage,No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",6.10,http://hairlibrary.com/wp-content/uploads/2014/08/Triple-Repair-Fortifying-Shampoo.jpg
4135,"T/Gel Daily Control 2-in-1 Dandruff Shampoo Plus Conditioner","T/Gel Daily Control 2-in-1 Dandruff Shampoo PLUS Conditioner is a unique frequent-use formula that fights dandruff while providing extra detangling benefits for soft, healthy-looking hair.This dermatologist-recommended formula is developed with Pyrithione Zinc to relieve itching and flaking, Vitamin E to moisturize both hair and scalp, and wheat proteins that are known to nourish and help protect hair from further damage. Gentle enough to use daily, this formula cleanses the scalp and leaves hair soft and manageable in one simple step.Get effective, fast-acting dandruff relief that leaves hair soft, manageable and healthy-looking.

Safe for color-treated hair
Clean rinsing
Non-drying
Gentle cleansing","T/Gel Daily Control 2-in-1 Dandruff Shampoo Plus Conditioner is a unique frequent-use formula that fights dandruff while providing extra detangling benefits for soft, healthy-looking hair. This dermatologist-recommended formula is developed with Pyrithione Zinc to relieve itching and flaking, Vitamin E to moisturize both hair and scalp, and wheat proteins that are known to nourish and help protect hair from further damage. Gentle enough to use daily, this formula cleanses the scalp and leaves hair soft and manageable in one simple step. Get effective, fast-acting dandruff relief that leaves hair soft, manageable and healthy-looking.","Wet hair thoroughly. Massage shampoo into scalp. Lather, leaving on hair and scalp for several minutes. Rinse and repeat. For best results, use at least twice a week or as directed by a doctor","Active Ingredient:
Pyrithione Zinc 1%

Inactive Ingredients:
Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Ammonium Lauryl Sulfate, Sodium Methyl Cocoyl Taurate, Divinyldimethicone/Dimethicone Copolymer, C12-13 Pareth-3, C12-13 Pareth-23 , Castor Isostearate Succinate, Guar Hydroxypropyltrimonium Chloride, Hydrolyzed Wheat Protein PG Propyl Silanetriol, Tocopheryl Acetate, Amodimethicone, Cetearyl Alcohol , Ceteareth-20, Castor Isostearate Succinate, Sodium Hydroxide , Sodium Chloride , Acrylates Copolymer, DMDM Hydantoin, Blue 1, Fragrance ",,Liquid,both,"Naturally Straight,Curly",no,1000,070501090008,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c","Colored Hair","Split Breakage,Split Breakage,No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",9.50,http://hairlibrary.com/wp-content/uploads/2014/08/Gel-Daily-Control-2-in-1-Dandruff-Shampoo-Plus-Conditioner.jpg
4137,"T/Gel Therapeutic Shampoo Extra Strength","T/Gel Therapeutic Shampoo Extra Strength effectively controls the most resistant scalp conditions with twice the amount of active ingredient.

This dermatologist-recommended formula contains Neutar, a patented ingredient that is proven to deliver effective scalp therapy for hours after the shampoo is rinsed out. Its rich, amber formula gently cleanses and the added conditioners leave hair manageable and soft.","T/Gel Therapeutic Shampoo Extra Strength effectively controls the most resistant scalp conditions with twice the amount of active ingredient. This dermatologist-recommended formula contains Neutar, a patented ingredient that is proven to deliver effective scalp therapy for hours after the shampoo is rinsed out. Its rich, amber formula gently cleanses and the added conditioners leave hair manageable and soft.","For best results, use at least twice a week or as directed by a doctor. Wet hair thoroughly. Massage shampoo into your scalp. Lather, leaving on your hair and scalp for several minutes. Rinse and repeat.","Active Ingredient: Neutar Solubilized Coal Tar Extract (4%) (Coal Tar 1%). Inactive Ingredients: Water, Sodium Laureth Sulfate, Cocamide MEA, Laureth-4, Polysorbate-20, Cocamidopropyl Betaine, Bishydroxyethyl Dihydroxypropyl Stearammonium Chloride, PEG-120 Methyl Glucose Dioleate, Tetrasodium EDTA, Citric Acid, DMDM Hydantoin, Methylparaben, Propylparaben, Fragrance.",,Liquid,both,"Naturally Straight,Curly",no,1000,070501094501,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c",None,"Split Breakage,Split Breakage,No, I don't have any hair conditions","coarse,soft,fine","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",11.22,http://hairlibrary.com/wp-content/uploads/2014/08/neutrogena-t-gel-therapeutic-shampoo-extra-strength.jpg
4140,"T/Sal Therapeutic Shampoo - Scalp Build-Up Control","T/Sal Therapeutic Shampoo Scalp Build-Up Control is a dermatologist-recommended treatment to clear crusty scalp build-up while relieving itching and flaking associated with severe scalp conditions.

This effective formula contains Salicylic Acid, a clinically proven, active ingredient that breaks down crusty, flaky scalp build-up and should be used as the first step in any scalp treatment. Its clear conditioning formula is free of added color, preservatives and fragrance. Maximum relief of itchy, flaky scalp.

3% Salicylic Acid
Fragrance-free
Preservative-free
Color-free","This effective formula contains salicylic acid, a clinically proven, active ingredient that breaks down crusty, flaky scalp build-up and should be used as the first step in any scalp treatment. It’s clear conditioning formula is free of added color, preservatives, and fragrance. T/Sal therapeutic scalp build-up control shampoo ensures maximum relief of itchy, flaky scalp.","Wet hair thoroughly. Massage shampoo into scalp. Lather, leaving on hair and scalp for several minutes. Rinse and repeat. For best results, use at least three times a week or as directed by a doctor.","Active Ingredient:
Salicylic Acid 3%

Inactive Ingredients:
Water, Cocamidopropyl Betaine, Sodium C14 16 Olefin Sulfonate, Linoleamidopropyl PG Dimonium Chloride Phosphate, Sodium Lauroyl Sarcosinate, Polyquaternium 22, Hexylene Glycol, Sodium Citrate ",,Liquid,both,"Naturally Straight,Curly",no,1000,070501096505,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c","Colored Hair","No, I don't have any hair conditions","coarse,soft,fine","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",8.40,http://hairlibrary.com/wp-content/uploads/2014/08/neutrogena-tsal-shampoo-scalp-build-up-control.jpg
4142,"Triple Repair Leave-In Treatment","NEUTROGENA Triple Repair Leave-In Treatment is part of a breakthrough hair care system* clinically proven to instantly repair the three leading signs of hair damage: mends split ends; strengthens brittle hair; and protects from breakage.

Nutrient rich conditioners target damage and can penetrate deep to rebuild hair; leaving hair more resilient to the effects of heat, color and styling.

*Shampoo, Conditioner and Leave-In Treatment combined usage.

For dull, damaged hair
Safe for color treated hair
Protects hair styling over 400F
Mends split ends
Strengthens brittle hair
Protects from breakage","For Dull, Damaged Hair Mends Split Ends Strengthens Brittle Hair Protects from Breakage Protects Hair Styling Over 400°F Safe for Color-Treated Hair This breakthrough hair care system* has been clinically proven to instantly repair the three leading signs of hair damage. This system contains nutrient rich conditioners that can penetrate deep to rebuild hair; leaving hair more resilient to the effects of heat, color and styling.","Apply to damp or dry hair. Dispense a small amount into palm, then spread between hands to form a thin layer. Gently work cream downward throughout hair with fingers, concentrating on ends and outer layers. Style as usual.","water, cetyl alcohol, dimethicone, stearyl alcohol, behenyl alcohol, hydroxyethylcellulose, PPG-1 trideceth-6, hydrolyzed lupine seed extract, amodimethicone, cetearyl alcohol, polyquaternium-37, propylene glycol dicaprylate/dicaprate, quaternium-91, cetrimonium methosulfate, citric acid, sodium hydroxide, phenoxyethanol, caprylyl glycol, fragrance",,Wax,both,"Naturally Straight,Curly",no,1000,070501026854,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c","Colored Hair,None","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",11.09,http://hairlibrary.com/wp-content/uploads/2014/08/Neutrogena-Triple-Repair-Fortifying-Leave-in-Treatment.jpg
4144,"Volume Shampoo","Volumize your hair, and let it get naked. my formula is free of silicones, parabens, and dyes, but doesnt withhold the revitalizing aromas of grapefruit and mossa mint oil. Invigorate your strands with everything you desire, and nothing you don&#39;t.","Volumize your hair, and let it get naked. My formula is free of silicones, parabens, and dyes, but doesn’t withhold the revitalizing aromas of grapefruit and mossa mint oil. Invigorate your strands with everything you desire, and nothing you don't.","Read labels, warnings, and directions before using or consuming a product","See package for product ingredients",,Liquid,both,"Naturally Straight,Curly",no,1000,381519181504,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c",None,"No, I don't have any hair conditions","coarse,soft,fine","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",6.74,http://hairlibrary.com/wp-content/uploads/2014/08/volume-shampoo.jpg
4146,"Volume Conditioner ","Ready to bare your softest hair in sky-high style? My formula, free of parabens and dyes, delivers incredible softness while reviving each strand with the aroma of grapefruit and mossa mint oil.","Ready to bare your softest hair in sky-high style? My formula, free of parabens and dyes, delivers incredible softness while reviving each strand with the aroma of grapefruit and mossa mint oil.","Gently massage into wet hair until it lathers. Then rinse thoroughly, working from root to tip so your hair is left with a weightless and nourished feeling for enhanced volume.","Water/EAU, Stearyl Alcohol, Cetyl Alcohol, Citrus Grandis (Grapefruit) Fruit Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Verbena Officinalis Leaf Extract, Mentha Piperita (Peppermint) Oil, Mentha Arvensis Leaf Oil*, Menthol, Fragrance/Parfum, Bis-Aminopropyl Dimethicone, Stearamidopropyl Dimethylamine, Benzyl Alcohol, Dicetyldimonium Chloride, Glutamic Acid, PEG-2M, Disodium EDTA, Citric Acid, Methylchloroisothiazolinone, Methylisothiazolinone. *Field Mint/Menthe Des Champs",,Liquid,both,"Naturally Straight,Curly",no,1000,381519181696,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",6.49,http://hairlibrary.com/wp-content/uploads/2014/08/Herbal-Essences-Naked-Volume-Conditioner.jpg
4148,"Sheer Shine Mist ","Treat your strands to this lightweight spray with champagne essences and refreshing mint. It helps nourish by conditioning to protect from root to tip, and leaves behind the silky shiny hair you love. With zero percent parabens and colorants, you&#39;ll discover a naturally refreshing and uninhibited experience. Thats Herbal&#39;s naked way to shine.

At A Glance
Nourishes by conditioning for brilliant, lightweight shine
Zero percent parabens and colorants
Champagne and refreshing mint","Give your strands luminescent shine. my sheer shine mist adds volume while giving you a strong hold without parabens or dyes. Let your strands sparkle with the scent of champagne and mint—and your hair will dazzle them all.","Spray evenly onto wet or dry hair to add shine to every style. ","Water/EAU, Vp/Methacrylamide/Vinyl Imidazole Copolymer, Mentha Piperita (Peppermint) Oil, Mentha Arvensis Leaf Oil*, Menthol, Fragrance/Parfum, Polyquaternium-16, Phenoxyethanol, Sodium Benzoate, PEG-40 Hydrogenated Castor Oil, Disodium EDTA, Cetrimonium Chloride, Citric Acid. *Field Mint/Menthe Des Champs.",,Oil,both,"Naturally Straight,Curly",no,1000,381519181832,,"Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",4.74,http://hairlibrary.com/wp-content/uploads/2014/08/Herbal-Essences-Naked-Sheer-Shine-Mist.jpg
4150,"Smoothing Shampoo","Got a wild hair? Let us smooth things over. With the soothing scent of cupuau butter, our rich shampoo tames tresses for silky smoothness in just one wash. So forget frizz and flyawaygo chic and sleek. Want added smooth? Pair with our conditioner.
Envelop yourself in our warm, creamy cupuacu fragrance and tame your tresses with this smoother-in-a bottle while rich lather washes in silky hair.","Envelop yourself in our warm, creamy cupuacu fragrance and tame your tresses with this smoother-in-a bottle while rich lather washes in silky hair.","Massage in, rinse, and you're ready for The Sleeker the Butter conditioner.
","Water/EAU, Sodium Lauryl Sulfate, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Glycol Distearate, Dimethicone, Coffea Arabica (Coffee) Fruit Extract, Fragrance/Parfum, Sodium Citrate, Cocamide Mea, Sodium Xylenesulfonate, Citric Acid, Sodium Benzoate, Guar Hydroxypropyltrimonium Chloride, Sodium Chloride, Tetrasodium EDTA, Methylchloroisothiazolinone, Methylisothiazolinone, Yellow 5, Red 33.",,Liquid,both,"Naturally Straight,Curly",no,1000,381519181894,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",11.99,http://hairlibrary.com/wp-content/uploads/2014/08/Herbal-Essences-Smoothing-Shampoo.jpg
4152," Smooth & Creamy Hair Milk ","Dont let your style run wild. Our smoothing milk will keep it sleek and oh-so-chic. It locks out style-stealing humidity for up to 20 hours to keep frizz at bay. Let our warm, creamy cupuau fragrance soothe your senses as you smooth your tresses.","With Cupuacu Butter Essences.Smoothing milk locks out humidity for up to 20 hours to help calm frizz.

Intriguing ingredients. Incredible fragrances. Irresistibly touchable hair. Herbal Essences. Potent pleasure for all your senses.","Work 1-2 pumps through wet hair, then style as desired. ","Water/EAU, Dimethicone, Coffea Arabica (Coffee) Fruit Extract, Cetyl Alcohol, Stearamidopropyl Dimethylamine, Stearyl Alcohol, Quaternium-18, Fragrance/Parfum, Benzyl Alcohol, PEG-2M, Cetearyl Alcohol, Oleyl Alcohol, Hydroxyethylcellulose, Glyceryl Stearate, Citric Acid, Polysorbate 60, EDTA, Methylisothiazolinone.",,Wax,both,"Naturally Straight,Curly",no,1000,381519182013,,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",2.97,http://hairlibrary.com/wp-content/uploads/2014/08/smooth-creamy-hair-milk.jpg
4154,"Tousling Spray Gel","Tousle Me Softly Tousling spray hair gel is a messy-style master on a mission to blast frizz and fight for more flexible hold. Use it wet or use it dry. Either way, the violet splash fragrance and lightweight, targeted hair spray gel will keep your hands stick-free. It lays the foundation for a tousled hair look and soft, touchable locks. To really get a hold on this style, finish with Tousle Me Softly Hairspray or Finishing Cream.
A messy-style master that blasts frizz with flexible hold
Gives you gorgeous style whether you use it on wet or dry hairLightweight formula keeps hands stick-free
Lays the foundation for a tousled hair look and soft, touchable locks
Fabulous violet splash fragrance
Become a shapeshifter. The power to create looks in minutes.","Tousle Me Softly Tousling spray hair gel is a messy-style master on a mission to blast frizz and fight for more flexible hold. Use it wet or use it dry. Either way, the violet splash fragrance and lightweight, targeted hair spray gel will keep your hands stick-free. It lays the foundation for a tousled hair look and soft, touchable locks. To really get a hold on this style, finish with Tousle Me Softly Hairspray or Finishing Cream.","Use me: Spray me on wet or damp hair. Touch and tease as you please. I'm not sticky","Water, PVP, Fragrance, Chitosan, Lactic Acid, Polysorbate 20, PEG-40 Hydrogenated Castor Oil, Phenoxyethanol, PEG-60 Almond Glycerides, Methylparaben, Polysorbate 80, Disodium EDTA, Ethylhexylglycerin, Tocopherol.",,Gel,both,"Naturally Straight,Curly",no,1000,"381519039546 ",,"Relaxed Straight Hair ,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c",None,"No, I don't have any hair conditions","coarse,soft,fine","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",5.99,http://hairlibrary.com/wp-content/uploads/2014/08/tousling-spray-gel.jpg
